Isolate_ID,Genome_Length_BP,GC_Content_Percent,gene_APH(3'')-Ib,gene_APH(3')-Ia,gene_APH(6)-Id,gene_CMY-59,gene_CRP,gene_CTX-M-14,gene_CTX-M-15,gene_CTX-M-27,gene_Escherichia_coli_acrA,gene_Escherichia_coli_ampC,gene_Escherichia_coli_ampC1_beta-lactamase,gene_Escherichia_coli_ampH,gene_Escherichia_coli_emrE,gene_Escherichia_coli_mdfA,gene_H-NS,gene_KPC-1,gene_MCR-1,gene_QnrS1,gene_aadA5,gene_acrB,gene_acrD,gene_acrE,gene_acrF,gene_acrS,gene_bacA,gene_baeR,gene_baeS,gene_cpxA,gene_dfrA17,gene_emrA,gene_emrB,gene_emrK,gene_emrR,gene_emrY,gene_eptA,gene_evgA,gene_evgS,gene_floR,gene_gadW,gene_gadX,gene_kdpE,gene_marA,gene_mdtA,gene_mdtB,gene_mdtC,gene_mdtE,gene_mdtF,gene_mdtG,gene_mdtH,gene_mdtM,gene_mdtN,gene_mdtO,gene_mdtP,gene_mphA,gene_mphB,gene_msbA,gene_pmrF,gene_sul1,gene_sul2,gene_tet(A),gene_tet(B),gene_tolC,gene_ugd,gene_yojI,class_acridine_dye,class_aminocoumarin,class_aminoglycoside,class_benzalkonium_chloride,class_carbapenem,class_cephalosporin,class_cephamycin,class_diaminopyrimidine,class_fluoroquinolone,class_fosfomycin,class_glycylcycline,class_lincosamide,class_macrolide,class_monobactam,class_nitroimidazole,class_nucleoside,class_penam,class_penem,class_peptide,class_phenicol,class_rhodamine,class_rifamycin,class_sulfonamide,class_tetracycline,class_triclosan,collection_date,country,host,isolation_source,assembly_level,ref_authors,ref_title,ref_journal,ref_pubmed,organism,biosample,bioproject,taxonomy,collection_year,collection_month,collection_season,host_standardized,isolation_source_standardized,total_amr_genes,total_resistance_classes
CP184025.1,5230117,50.77,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255923,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184030.1,5229364,50.77,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255924,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184035.1,5229354,50.77,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255925,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184040.1,5229379,50.77,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255926,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184045.1,4949303,50.78,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255927,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,43,23
CP184048.1,5243667,50.7,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255929,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,45,23
CP184051.1,5006199,50.77,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255931,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184058.1,5204486,50.68,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255932,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184060.1,5203874,50.68,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255933,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184062.1,5083733,50.73,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,,,,Unknown,Unknown,Unknown,43,23
CP184069.1,4992781,50.8,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255935,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184077.1,4864815,50.8,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255936,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184080.1,5104956,50.74,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255937,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184086.1,4995148,50.78,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255941,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184091.1,4998444,50.75,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255944,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184097.1,5023567,50.79,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255946,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,51,24
CP184102.1,4990088,50.77,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255947,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184109.1,5202703,50.68,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255949,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184111.1,5202792,50.68,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255950,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
CP184114.1,5000592,50.79,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,"Matsumura,Y., Peirano,G. and Pitout,J.D.D.",Direct Submission,"Submitted (07-MAR-2025) Clinical Laboratory Medicine, Kyoto University Graduate School of Medicine, 54 Shogoin-kawaharacho, Sakyo-ku, Kyoto 6068507, Japan",,Escherichia coli,SAMN47255951,PRJNA1232972,Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,,,Unknown,Unknown,Unknown,44,23
